user_id,age,occupation,gender
50944,27,self-employed,M
50954,29,executive/managerial,M
50984,34,executive/managerial,M
18222,28,sales/marketing,M
50997,28,other or not specified,M
18235,31,other or not specified,M
18253,26,academic/educator,F
18263,28,scientist,M
18281,73,doctor/health care,F
18323,26,scientist,M
18326,28,academic/educator,F
18331,52,scientist,M
18337,32,other or not specified,M
18351,78,academic/educator,M
18360,30,programmer,M
18381,26,homemaker,M
18397,33,other or not specified,M
51166,30,executive/managerial,M
18403,87,scientist,M
18410,31,sales/marketing,M
51205,33,scientist,M
18441,34,executive/managerial,M
18449,34,sales/marketing,F
51224,25,college/grad student,F
18457,32,executive/managerial,M
51227,39,sales/marketing,M
51232,32,sales/marketing,M
51234,33,academic/educator,M
18468,27,executive/managerial,M
51246,26,executive/managerial,M
18480,9,K-12 student,M
51249,29,sales/marketing,M
51261,30,scientist,M
51267,29,executive/managerial,M
18503,31,self-employed,M
18507,29,programmer,M
51284,34,college/grad student,M
18524,30,sales/marketing,M
18528,26,sales/marketing,M
18530,29,executive/managerial,M
51307,26,executive/managerial,M
18556,27,executive/managerial,F
18574,18,sales/marketing,M
18582,42,executive/managerial,M
51382,29,other or not specified,F
18634,27,homemaker,M
18638,27,executive/managerial,M
18650,37,executive/managerial,F
18652,31,executive/managerial,M
18653,26,executive/managerial,M
51435,34,executive/managerial,M
18674,19,executive/managerial,M
18682,31,scientist,M
51453,28,sales/marketing,M
18705,30,executive/managerial,M
51486,28,scientist,M
51499,26,sales/marketing,M
51510,29,self-employed,M
18743,26,scientist,M
51526,32,sales/marketing,M
51535,29,executive/managerial,M
51549,18,clerical/admin,F
51550,33,college/grad student,M
18786,30,self-employed,M
18791,32,executive/managerial,M
18790,30,college/grad student,M
18800,32,executive/managerial,M
51577,34,college/grad student,M
18818,29,executive/managerial,M
51590,32,self-employed,M
51592,27,programmer,M
51599,25,other or not specified,M
18845,41,retired,M
18851,22,sales/marketing,M
51630,34,scientist,M
18871,29,scientist,M
51639,33,sales/marketing,M
51655,26,other or not specified,F
18899,33,other or not specified,M
18900,33,sales/marketing,M
51669,33,sales/marketing,F
51673,26,tradesman/craftsman,M
51678,25,college/grad student,M
51684,25,retired,M
18917,26,self-employed,F
18922,31,sales/marketing,F
18925,28,scientist,M
51698,87,artist,M
18936,18,scientist,M
51709,32,college/grad student,M
18942,29,college/grad student,M
18953,21,scientist,M
18958,30,sales/marketing,M
51730,29,college/grad student,M
51762,31,academic/educator,F
18994,43,executive/managerial,M
51768,29,self-employed,M
19004,70,clerical/admin,F
51772,26,executive/managerial,M
51778,30,executive/managerial,M
51781,32,homemaker,M
51794,33,scientist,M
19028,85,retired,F
19040,69,executive/managerial,M
51811,27,scientist,M
19068,29,college/grad student,M
19104,20,sales/marketing,M
51875,14,K-12 student,M
51877,25,technician/engineer,M
19129,31,college/grad student,M
51909,31,artist,M
19150,34,college/grad student,M
19155,26,self-employed,F
19160,18,homemaker,F
19185,35,programmer,M
19186,29,executive/managerial,F
51958,27,sales/marketing,F
19193,29,executive/managerial,M
51964,34,artist,M
19201,25,other or not specified,F
19209,37,executive/managerial,M
19216,26,college/grad student,M
19218,46,executive/managerial,M
19229,27,other or not specified,F
52003,28,academic/educator,F
19236,26,college/grad student,F
52011,25,self-employed,M
52012,31,executive/managerial,M
52023,25,college/grad student,M
19259,27,other or not specified,F
52033,27,other or not specified,F
52053,25,scientist,M
19323,29,scientist,M
19325,31,college/grad student,M
19331,28,college/grad student,F
19353,32,college/grad student,M
52122,26,college/grad student,M
52135,41,clerical/admin,F
52141,33,college/grad student,M
19382,29,self-employed,M
52158,26,college/grad student,M
52159,31,executive/managerial,M
52169,31,college/grad student,M
19406,24,customer service,M
52184,26,college/grad student,M
52191,33,executive/managerial,M
52201,27,self-employed,M
52209,28,executive/managerial,M
19446,29,college/grad student,M
19454,29,college/grad student,M
52230,32,executive/managerial,M
52233,28,college/grad student,M
19467,26,homemaker,F
52237,30,self-employed,M
19471,89,executive/managerial,F
19481,25,executive/managerial,M
52256,25,college/grad student,M
19496,29,self-employed,M
19502,33,college/grad student,M
52272,33,self-employed,M
52284,25,college/grad student,M
52293,38,other or not specified,M
19525,26,other or not specified,M
52312,33,college/grad student,M
52314,32,college/grad student,M
52332,42,executive/managerial,M
52336,32,college/grad student,M
19574,30,clerical/admin,M
19591,22,college/grad student,M
19594,34,other or not specified,M
52389,24,homemaker,M
52404,34,technician/engineer,M
19647,27,college/grad student,M
52422,33,sales/marketing,M
19664,33,scientist,M
19665,29,scientist,F
52436,34,scientist,M
19669,33,sales/marketing,M
52440,30,college/grad student,M
19675,27,scientist,M
19706,25,sales/marketing,M
19710,33,college/grad student,M
19711,37,sales/marketing,M
52486,26,college/grad student,F
52506,30,executive/managerial,F
52520,43,artist,M
19759,31,college/grad student,M
19792,31,college/grad student,F
52566,32,scientist,M
19799,41,executive/managerial,M
52569,26,college/grad student,M
19802,27,college/grad student,M
19804,26,executive/managerial,F
52583,32,executive/managerial,M
52584,30,executive/managerial,M
19818,34,clerical/admin,M
19815,27,K-12 student,M
52596,28,executive/managerial,M
19837,27,scientist,M
19845,29,college/grad student,M
52631,34,college/grad student,M
19870,25,scientist,M
52641,32,self-employed,M
52643,32,academic/educator,M
52645,26,artist,M
52665,32,other or not specified,M
52691,19,sales/marketing,M
52692,34,sales/marketing,M
19929,25,college/grad student,M
19948,30,executive/managerial,F
19957,27,college/grad student,M
52745,30,college/grad student,M
52771,34,homemaker,M
52777,34,other or not specified,M
20022,29,college/grad student,M
52795,31,artist,F
20037,28,executive/managerial,M
20040,17,homemaker,F
52823,18,K-12 student,M
20055,18,K-12 student,M
52833,34,college/grad student,M
20079,21,sales/marketing,M
20080,72,academic/educator,F
52859,26,college/grad student,M
20107,28,executive/managerial,M
20108,30,executive/managerial,F
52877,36,artist,M
52893,15,K-12 student,M
20127,32,sales/marketing,M
52907,19,scientist,M
52916,44,programmer,M
52925,29,tradesman/craftsman,M
52929,25,executive/managerial,M
52945,34,sales/marketing,M
20179,30,self-employed,M
52947,76,executive/managerial,F
52950,32,college/grad student,M
52951,20,college/grad student,M
52953,29,other or not specified,M
52954,32,artist,F
20193,25,scientist,M
52964,29,scientist,M
20211,26,other or not specified,M
52981,29,homemaker,F
52984,25,scientist,F
52990,43,executive/managerial,M
52994,63,homemaker,M
20228,30,college/grad student,M
20230,28,scientist,M
20232,25,sales/marketing,M
20233,26,executive/managerial,M
20241,32,K-12 student,M
20249,8,K-12 student,M
20255,33,college/grad student,M
53025,25,academic/educator,F
20270,30,sales/marketing,M
20273,34,sales/marketing,M
20275,32,executive/managerial,M
20280,33,college/grad student,M
53051,26,sales/marketing,M
53052,31,executive/managerial,M
20284,25,college/grad student,M
20316,30,college/grad student,M
20321,28,scientist,M
53111,32,executive/managerial,M
53124,30,sales/marketing,F
20362,29,executive/managerial,M
20380,31,executive/managerial,M
53154,32,technician/engineer,M
53155,26,college/grad student,M
53159,23,sales/marketing,M
53182,25,executive/managerial,M
20415,34,other or not specified,M
53190,26,K-12 student,M
20426,29,homemaker,M
20431,28,executive/managerial,M
53234,27,academic/educator,F
20466,26,college/grad student,F
20471,29,academic/educator,F
53240,25,sales/marketing,M
53246,19,sales/marketing,M
20487,32,college/grad student,M
53263,32,executive/managerial,M
53264,28,self-employed,M
53276,31,college/grad student,M
53289,28,other or not specified,M
20529,31,retired,M
20538,30,self-employed,F
53318,34,executive/managerial,M
20561,33,scientist,M
20568,33,executive/managerial,M
20573,32,executive/managerial,M
20600,70,college/grad student,F
20624,32,executive/managerial,M
53420,27,self-employed,M
53421,71,retired,F
20663,32,K-12 student,M
20664,29,sales/marketing,M
53435,32,executive/managerial,M
53436,26,college/grad student,M
20670,29,academic/educator,M
53452,28,farmer,M
20697,29,self-employed,M
53468,26,clerical/admin,M
53469,27,artist,M
20709,33,executive/managerial,M
53482,31,college/grad student,F
20723,31,homemaker,F
20724,32,college/grad student,M
53495,27,executive/managerial,M
20736,56,academic/educator,F
20751,31,executive/managerial,M
53540,29,academic/educator,F
53565,31,college/grad student,M
53572,26,executive/managerial,M
20848,34,college/grad student,M
20855,28,self-employed,M
53622,19,sales/marketing,M
53625,25,other or not specified,M
20861,34,college/grad student,M
53632,27,academic/educator,F
20875,31,other or not specified,M
53647,32,self-employed,F
20888,13,customer service,M
20889,31,college/grad student,M
20891,32,executive/managerial,M
20895,42,self-employed,M
20897,53,other or not specified,F
20903,33,artist,F
53688,14,K-12 student,M
20924,33,executive/managerial,M
20926,32,executive/managerial,M
53708,41,scientist,M
53724,31,other or not specified,M
53739,25,college/grad student,F
53741,88,homemaker,M
53767,31,scientist,F
53768,34,self-employed,M
21008,43,other or not specified,F
21013,31,K-12 student,M
53785,31,college/grad student,M
21040,31,college/grad student,F
53807,30,executive/managerial,M
21047,33,college/grad student,F
53816,28,college/grad student,F
53817,29,other or not specified,M
53826,25,scientist,M
53841,28,other or not specified,M
53843,29,college/grad student,M
21107,22,college/grad student,M
53904,32,homemaker,F
21138,29,executive/managerial,M
21158,25,other or not specified,F
21157,30,clerical/admin,M
53929,27,college/grad student,M
53945,25,self-employed,M
21177,21,self-employed,M
21181,29,other or not specified,M
21185,27,artist,M
53972,25,sales/marketing,M
21228,34,artist,F
54000,26,college/grad student,M
21248,29,homemaker,F
21250,21,K-12 student,M
54024,31,college/grad student,F
54025,21,K-12 student,M
21264,33,scientist,M
21268,30,college/grad student,M
54046,32,other or not specified,M
21288,38,sales/marketing,M
21289,23,sales/marketing,M
21291,28,college/grad student,F
21304,33,college/grad student,M
21315,30,scientist,M
54090,29,scientist,M
54099,27,college/grad student,M
21334,29,college/grad student,M
21336,28,college/grad student,F
21345,29,other or not specified,F
21350,27,college/grad student,M
54126,33,college/grad student,M
54131,31,executive/managerial,M
54135,27,sales/marketing,M
21376,37,other or not specified,F
54151,30,other or not specified,M
21400,25,executive/managerial,F
54171,23,college/grad student,M
21411,26,college/grad student,F
21417,32,college/grad student,M
54191,28,technician/engineer,M
21433,28,scientist,M
54214,49,clerical/admin,M
54222,75,artist,F
21458,33,scientist,M
21459,31,college/grad student,F
54235,33,programmer,M
21481,30,executive/managerial,M
54260,30,executive/managerial,F
54275,23,executive/managerial,M
21509,34,college/grad student,M
54288,21,college/grad student,M
21522,34,executive/managerial,M
54330,32,executive/managerial,M
21571,30,executive/managerial,M
54343,27,college/grad student,M
54350,38,homemaker,F
21599,26,executive/managerial,M
54368,31,scientist,M
54380,31,clerical/admin,M
21613,33,college/grad student,M
54386,31,self-employed,M
21621,25,college/grad student,M
54391,23,college/grad student,M
21633,29,sales/marketing,M
54407,23,scientist,M
21665,30,college/grad student,M
54451,27,executive/managerial,F
54452,30,college/grad student,M
54461,27,scientist,M
54466,32,sales/marketing,F
54471,32,executive/managerial,M
21705,20,sales/marketing,M
54473,32,college/grad student,M
54476,20,scientist,M
54486,24,sales/marketing,M
21719,30,sales/marketing,F
21724,34,executive/managerial,M
54499,33,K-12 student,M
54500,72,executive/managerial,F
21748,32,executive/managerial,M
21762,32,college/grad student,M
54537,33,self-employed,F
54541,29,college/grad student,M
21773,33,executive/managerial,M
54564,33,scientist,M
54577,53,executive/managerial,M
21811,20,K-12 student,M
21827,28,executive/managerial,M
54612,46,clerical/admin,M
54616,22,other or not specified,M
21862,27,sales/marketing,M
54638,34,college/grad student,M
54643,27,college/grad student,M
54646,33,executive/managerial,M
21878,27,college/grad student,M
54660,25,college/grad student,M
54674,27,sales/marketing,M
21914,26,scientist,M
21925,34,executive/managerial,M
54696,21,K-12 student,M
21937,29,scientist,M
21943,25,executive/managerial,M
54716,34,executive/managerial,M
21962,34,executive/managerial,M
54739,30,artist,F
54753,33,sales/marketing,M
21988,34,executive/managerial,M
21991,26,scientist,M
54770,32,homemaker,M
22012,29,retired,F
22018,28,writer,F
54818,25,executive/managerial,F
54824,29,scientist,M
54825,36,sales/marketing,M
54845,9,K-12 student,M
54848,30,executive/managerial,M
22084,31,sales/marketing,M
54852,33,executive/managerial,M
54854,25,scientist,F
54864,27,self-employed,M
22137,27,other or not specified,M
22144,30,sales/marketing,M
54916,30,college/grad student,M
54948,33,executive/managerial,M
54986,26,executive/managerial,M
22231,34,sales/marketing,M
55001,31,college/grad student,M
55011,65,self-employed,F
55015,29,other or not specified,M
55022,32,other or not specified,M
55025,30,college/grad student,M
22259,32,college/grad student,M
22269,28,sales/marketing,M
22281,32,executive/managerial,M
55064,29,college/grad student,M
22296,27,executive/managerial,F
55066,27,sales/marketing,M
22297,45,executive/managerial,M
22298,44,executive/managerial,M
22308,29,academic/educator,F
55078,44,sales/marketing,M
22314,21,K-12 student,M
22317,27,technician/engineer,M
55105,25,college/grad student,M
22343,25,college/grad student,F
22352,43,artist,F
55123,27,sales/marketing,M
22364,28,executive/managerial,F
22373,18,K-12 student,M
55150,30,sales/marketing,M
22385,25,homemaker,M
22387,29,college/grad student,M
22402,23,sales/marketing,M
22415,30,executive/managerial,M
22427,32,sales/marketing,M
22448,28,college/grad student,M
55224,33,homemaker,F
55225,33,scientist,M
55241,29,college/grad student,M
22492,26,college/grad student,M
22497,34,self-employed,M
55285,28,lawyer,M
55287,28,executive/managerial,M
22534,27,college/grad student,M
22537,29,college/grad student,M
55314,27,executive/managerial,M
22552,26,executive/managerial,M
55320,31,executive/managerial,F
55342,33,writer,M
55348,26,sales/marketing,M
22593,31,academic/educator,F
55366,22,executive/managerial,M
55368,19,sales/marketing,M
22609,14,K-12 student,M
22611,33,scientist,M
55388,33,college/grad student,M
22627,26,scientist,M
55403,29,scientist,M
22649,26,executive/managerial,M
55418,29,college/grad student,M
22650,34,K-12 student,M
55431,26,sales/marketing,M
55439,55,technician/engineer,M
55442,31,sales/marketing,M
55445,28,executive/managerial,M
22689,26,college/grad student,M
55462,33,college/grad student,M
55496,34,college/grad student,M
55501,33,self-employed,M
22734,29,scientist,M
22744,25,sales/marketing,M
55527,29,college/grad student,M
55545,18,scientist,F
22800,26,executive/managerial,M
22804,29,executive/managerial,M
22822,21,sales/marketing,M
55591,18,K-12 student,M
22829,32,lawyer,M
22854,33,sales/marketing,M
55628,29,sales/marketing,M
55634,42,executive/managerial,M
22885,29,college/grad student,M
22902,33,sales/marketing,M
22903,27,executive/managerial,M
22906,33,college/grad student,M
22910,37,executive/managerial,M
55679,24,scientist,M
55682,34,college/grad student,F
22933,40,scientist,F
22940,33,executive/managerial,M
55708,34,executive/managerial,M
55718,30,programmer,M
22951,33,college/grad student,F
22957,26,executive/managerial,F
55750,29,executive/managerial,M
55758,34,lawyer,M
55759,28,sales/marketing,M
55779,25,executive/managerial,M
55814,25,writer,M
55844,26,sales/marketing,M
55847,33,college/grad student,M
23092,28,college/grad student,M
55860,27,other or not specified,M
23095,28,artist,F
55863,33,college/grad student,M
55871,28,college/grad student,M
55877,29,college/grad student,M
55880,34,sales/marketing,M
23129,34,college/grad student,M
55898,31,homemaker,M
55899,34,sales/marketing,M
55911,30,college/grad student,F
55919,29,college/grad student,M
23154,34,college/grad student,F
23161,19,sales/marketing,M
23162,26,other or not specified,M
23163,26,scientist,M
23168,30,college/grad student,M
23174,28,college/grad student,M
23195,32,sales/marketing,M
55966,26,scientist,M
55969,28,homemaker,F
23201,33,other or not specified,M
23209,31,scientist,M
55979,31,executive/managerial,M
23211,18,scientist,M
23217,34,college/grad student,M
55987,34,scientist,M
55993,19,scientist,M
23236,34,sales/marketing,M
23237,31,programmer,M
23252,30,executive/managerial,F
23273,30,executive/managerial,M
23289,19,sales/marketing,M
23292,31,technician/engineer,M
23301,29,sales/marketing,M
56088,28,executive/managerial,M
23367,28,homemaker,F
56141,31,scientist,M
56151,32,college/grad student,M
23388,29,executive/managerial,F
56158,34,college/grad student,M
56170,27,executive/managerial,M
23409,30,academic/educator,M
23424,32,technician/engineer,M
56194,31,executive/managerial,M
23426,33,college/grad student,M
56200,32,other or not specified,M
56204,26,college/grad student,M
23442,41,executive/managerial,F
56230,75,executive/managerial,M
23465,25,other or not specified,M
56233,18,K-12 student,M
56235,34,scientist,M
56240,25,self-employed,F
56258,21,sales/marketing,M
23494,30,college/grad student,M
23499,25,executive/managerial,F
56281,26,college/grad student,F
56285,34,other or not specified,M
56293,55,academic/educator,F
56298,32,other or not specified,M
23537,34,executive/managerial,M
23543,21,homemaker,F
56313,27,self-employed,M
23553,28,college/grad student,M
23571,42,sales/marketing,M
23582,33,executive/managerial,M
56358,25,sales/marketing,M
56365,18,self-employed,M
23607,27,other or not specified,M
56376,27,executive/managerial,M
23610,25,college/grad student,F
23633,35,self-employed,M
56402,15,homemaker,F
56413,28,self-employed,M
56421,27,self-employed,M
56440,30,sales/marketing,M
56450,28,executive/managerial,M
56452,32,college/grad student,M
56457,30,sales/marketing,M
23693,32,college/grad student,F
56465,36,other or not specified,M
23697,21,sales/marketing,M
23707,34,scientist,M
23722,27,executive/managerial,M
23746,33,other or not specified,M
23749,25,sales/marketing,M
23752,19,homemaker,M
23755,27,self-employed,M
56525,33,college/grad student,M
56532,26,sales/marketing,M
56537,33,other or not specified,M
23770,23,college/grad student,M
23780,27,sales/marketing,M
56562,28,college/grad student,M
23798,29,executive/managerial,M
56576,31,homemaker,M
56588,29,artist,M
23821,50,clerical/admin,M
23829,33,executive/managerial,M
56598,33,executive/managerial,M
56605,9,K-12 student,F
56606,33,executive/managerial,M
56609,31,academic/educator,M
56610,25,college/grad student,F
23845,34,college/grad student,M
56620,40,executive/managerial,M
23855,40,scientist,M
56679,28,executive/managerial,M
56680,27,college/grad student,F
23935,26,college/grad student,F
23943,31,executive/managerial,M
23951,32,college/grad student,F
23953,31,college/grad student,M
23954,25,college/grad student,M
23957,28,executive/managerial,M
56725,33,other or not specified,M
23964,28,sales/marketing,M
23968,27,self-employed,M
23979,30,sales/marketing,M
23995,26,executive/managerial,M
56770,26,college/grad student,M
56775,29,self-employed,M
56797,31,executive/managerial,M
24029,28,scientist,M
56799,33,college/grad student,M
56809,23,other or not specified,M
56816,26,other or not specified,M
24056,32,sales/marketing,F
24058,28,college/grad student,F
24059,31,executive/managerial,M
24064,25,college/grad student,M
56832,31,homemaker,M
24071,34,sales/marketing,M
24075,33,scientist,M
56848,31,executive/managerial,M
24084,29,scientist,M
56860,29,college/grad student,M
24097,26,programmer,M
24107,53,other or not specified,F
56884,30,college/grad student,F
24120,31,executive/managerial,M
56891,33,executive/managerial,M
56906,27,college/grad student,M
56909,36,executive/managerial,M
24141,31,college/grad student,M
24146,34,college/grad student,M
24165,63,retired,F
24168,26,executive/managerial,M
56938,29,scientist,M
56941,18,other or not specified,M
56945,29,other or not specified,M
56951,30,scientist,F
56969,24,college/grad student,M
56970,34,executive/managerial,M
24210,26,K-12 student,M
56978,46,artist,M
56984,34,college/grad student,F
56986,33,academic/educator,M
56996,26,technician/engineer,M
24235,18,homemaker,M
24238,33,sales/marketing,M
24246,27,scientist,M
24251,33,college/grad student,M
57027,30,scientist,M
57030,29,homemaker,M
57035,32,scientist,M
24269,25,homemaker,F
57039,26,college/grad student,M
24319,21,K-12 student,F
24322,28,K-12 student,M
24327,27,college/grad student,M
24341,34,technician/engineer,M
24344,34,academic/educator,M
24346,76,academic/educator,F
57121,30,clerical/admin,M
24366,27,college/grad student,F
24377,27,sales/marketing,M
57154,26,college/grad student,M
57171,30,clerical/admin,M
24415,34,college/grad student,M
24422,27,sales/marketing,M
57191,32,sales/marketing,M
57211,31,executive/managerial,M
24447,18,sales/marketing,M
24449,32,college/grad student,M
57216,30,college/grad student,M
57241,32,scientist,M
24474,26,college/grad student,M
57250,25,other or not specified,M
57287,27,artist,M
57297,30,scientist,M
57302,25,academic/educator,F
24560,26,college/grad student,M
57330,33,college/grad student,M
57334,25,executive/managerial,F
24578,32,sales/marketing,M
57353,18,tradesman/craftsman,M
57374,25,sales/marketing,M
24623,33,K-12 student,M
57408,25,executive/managerial,M
57417,29,college/grad student,M
57436,29,clerical/admin,M
24668,26,scientist,M
57447,30,other or not specified,F
24680,34,other or not specified,M
24708,30,college/grad student,M
57487,34,sales/marketing,M
57491,26,sales/marketing,M
24742,30,sales/marketing,M
57511,27,college/grad student,M
24764,32,college/grad student,M
57547,28,sales/marketing,M
24779,19,college/grad student,M
57553,27,executive/managerial,M
57560,31,college/grad student,F
24798,32,executive/managerial,M
57572,31,homemaker,F
24825,37,technician/engineer,M
24832,34,scientist,M
24841,27,college/grad student,M
24847,26,executive/managerial,M
57621,26,homemaker,M
57624,19,executive/managerial,M
24863,33,college/grad student,M
57636,33,other or not specified,M
24890,27,college/grad student,M
57663,26,other or not specified,F
57674,34,executive/managerial,M
57676,25,sales/marketing,M
57679,26,college/grad student,M
57680,26,executive/managerial,M
57682,34,executive/managerial,M
24919,26,college/grad student,M
24922,32,K-12 student,M
57719,33,executive/managerial,M
57738,33,executive/managerial,M
24971,30,artist,M
57740,34,self-employed,M
57739,33,college/grad student,M
24974,32,homemaker,F
24975,30,college/grad student,M
57743,26,executive/managerial,M
24985,33,self-employed,M
57778,31,executive/managerial,M
25012,28,sales/marketing,M
25022,34,sales/marketing,M
57800,26,self-employed,M
57801,27,college/grad student,M
57814,32,scientist,M
57822,27,college/grad student,F
57830,27,sales/marketing,M
25065,32,college/grad student,M
25074,34,academic/educator,M
25080,25,scientist,M
57850,32,executive/managerial,M
25087,30,sales/marketing,M
57858,29,technician/engineer,M
25098,26,scientist,M
25107,33,college/grad student,M
25110,25,self-employed,M
57880,34,executive/managerial,M
57883,72,scientist,M
25126,27,self-employed,M
57894,33,college/grad student,F
25128,30,sales/marketing,M
25146,27,other or not specified,M
57922,33,college/grad student,M
25158,29,college/grad student,M
57927,29,homemaker,F
25175,31,self-employed,F
25182,31,lawyer,M
25186,28,technician/engineer,M
57963,49,executive/managerial,F
25209,33,lawyer,M
57990,29,artist,F
57995,30,sales/marketing,M
57998,30,college/grad student,M
25230,31,executive/managerial,M
25232,29,sales/marketing,M
25236,32,scientist,M
25237,42,clerical/admin,M
25245,25,college/grad student,M
58027,25,sales/marketing,M
25263,29,other or not specified,M
58054,28,college/grad student,F
58062,30,scientist,M
58067,25,sales/marketing,M
25307,26,artist,M
25334,33,executive/managerial,M
58106,29,college/grad student,M
58107,26,college/grad student,M
58119,37,academic/educator,F
25356,26,other or not specified,M
58126,29,college/grad student,M
58187,30,other or not specified,M
58200,27,artist,F
58199,28,executive/managerial,M
25446,28,executive/managerial,M
58254,31,scientist,M
25525,29,sales/marketing,M
25536,32,college/grad student,M
25537,38,executive/managerial,M
25548,55,academic/educator,M
25556,25,scientist,M
25557,34,executive/managerial,M
58331,28,retired,F
25566,34,homemaker,M
58353,28,clerical/admin,M
58367,26,college/grad student,M
25611,27,executive/managerial,M
58383,30,homemaker,F
25616,33,college/grad student,M
58390,28,executive/managerial,M
25635,27,college/grad student,M
58413,26,academic/educator,M
58415,45,sales/marketing,F
58428,28,college/grad student,M
25666,31,homemaker,M
25667,26,college/grad student,M
25680,29,K-12 student,M
58455,27,other or not specified,M
25688,32,college/grad student,M
25707,26,scientist,M
58484,25,scientist,M
25723,34,sales/marketing,M
25728,26,college/grad student,M
25745,29,executive/managerial,M
25770,26,homemaker,F
58539,32,self-employed,F
25773,27,sales/marketing,M
25774,28,college/grad student,M
25778,29,college/grad student,M
58561,25,executive/managerial,M
58572,31,sales/marketing,M
25855,26,self-employed,M
25872,37,executive/managerial,M
25883,27,scientist,M
58656,26,other or not specified,M
58667,38,clerical/admin,M
58674,18,scientist,F
58679,27,college/grad student,M
25912,34,college/grad student,M
58681,33,scientist,M
58680,18,K-12 student,M
58705,32,college/grad student,M
25938,30,executive/managerial,F
25939,28,college/grad student,M
25940,27,college/grad student,M
58711,33,academic/educator,M
58722,31,college/grad student,M
58730,28,sales/marketing,M
58734,29,college/grad student,M
58739,30,scientist,F
25973,29,other or not specified,F
25976,30,scientist,M
58753,29,self-employed,M
25997,30,executive/managerial,M
26001,32,sales/marketing,M
26007,25,sales/marketing,M
26012,38,sales/marketing,M
58788,31,customer service,M
58805,54,other or not specified,M
26044,31,self-employed,M
26045,29,college/grad student,M
58824,18,K-12 student,M
58831,25,clerical/admin,M
26062,26,sales/marketing,M
26073,26,college/grad student,M
26087,31,clerical/admin,F
26091,25,college/grad student,M
26094,29,other or not specified,M
26103,28,college/grad student,M
58871,28,college/grad student,F
58872,29,college/grad student,M
26104,25,college/grad student,M
26118,29,executive/managerial,M
26135,10,K-12 student,M
26138,33,sales/marketing,M
58937,26,sales/marketing,M
26206,28,college/grad student,M
58977,33,executive/managerial,M
26235,34,homemaker,M
26253,32,college/grad student,M
59040,25,academic/educator,M
59041,29,self-employed,M
26274,31,scientist,M
26298,33,college/grad student,F
59066,28,K-12 student,M
26299,28,other or not specified,F
59080,25,executive/managerial,F
59090,25,scientist,M
26325,29,executive/managerial,M
59099,34,executive/managerial,M
59101,33,college/grad student,M
26335,21,K-12 student,M
26345,30,K-12 student,M
26357,30,sales/marketing,M
59135,50,academic/educator,F
26378,28,artist,F
59149,18,artist,M
59161,38,retired,M
26396,33,self-employed,M
26411,44,artist,M
59184,31,self-employed,M
59186,28,sales/marketing,M
26429,30,self-employed,F
59209,25,executive/managerial,M
59210,33,other or not specified,M
26456,32,college/grad student,M
59229,33,college/grad student,M
59243,32,executive/managerial,M
59254,18,K-12 student,M
59265,25,college/grad student,M
59270,28,sales/marketing,M
59281,27,college/grad student,M
26522,26,sales/marketing,M
26529,25,homemaker,M
26530,28,self-employed,M
26532,28,other or not specified,M
26538,30,academic/educator,F
26542,30,clerical/admin,F
59312,32,college/grad student,M
59325,28,executive/managerial,M
26559,25,college/grad student,M
59351,82,retired,F
26600,32,self-employed,M
59395,19,K-12 student,M
26647,30,artist,M
26657,55,academic/educator,F
26660,31,executive/managerial,M
26666,26,college/grad student,M
26696,26,college/grad student,M
26702,25,college/grad student,M
26703,31,scientist,M
59479,28,executive/managerial,M
59480,28,other or not specified,F
59489,33,sales/marketing,M
26722,27,executive/managerial,M
59497,32,scientist,M
59525,34,college/grad student,M
26775,31,college/grad student,M
59566,29,programmer,M
59580,27,other or not specified,M
26813,29,college/grad student,M
59594,22,sales/marketing,M
59608,32,other or not specified,M
59612,26,college/grad student,M
26849,26,other or not specified,M
59637,28,college/grad student,F
59641,33,executive/managerial,M
26875,18,sales/marketing,M
59649,29,executive/managerial,M
59658,26,sales/marketing,M
26896,29,college/grad student,M
59673,26,executive/managerial,M
59674,26,college/grad student,M
59676,30,other or not specified,M
26909,33,executive/managerial,M
26913,30,scientist,M
26935,27,college/grad student,F
59706,34,executive/managerial,M
26938,33,scientist,M
59707,34,self-employed,F
26947,27,artist,F
26950,25,scientist,M
59720,32,college/grad student,M
59727,21,technician/engineer,M
59728,25,academic/educator,F
59731,26,sales/marketing,M
59755,27,clerical/admin,M
59757,34,college/grad student,M
26994,23,K-12 student,M
59774,29,homemaker,M
27008,34,academic/educator,M
27019,34,sales/marketing,M
59801,25,self-employed,F
59808,33,sales/marketing,F
59813,34,other or not specified,M
59819,29,college/grad student,M
27062,29,academic/educator,F
59837,28,scientist,M
59841,34,executive/managerial,M
27077,29,college/grad student,M
59852,34,artist,M
27088,25,college/grad student,M
27091,30,writer,M
59895,34,sales/marketing,M
59902,31,programmer,M
59910,69,retired,M
27145,28,self-employed,M
27149,30,scientist,M
27158,29,other or not specified,M
59934,27,other or not specified,M
27226,48,executive/managerial,M
27227,22,college/grad student,M
59998,18,homemaker,F
60005,32,sales/marketing,M
27238,62,executive/managerial,M
27249,26,scientist,F
60029,27,programmer,M
27272,26,homemaker,M
27277,22,scientist,M
27278,43,sales/marketing,M
27290,33,scientist,M
27292,29,self-employed,M
27305,28,college/grad student,M
60074,76,executive/managerial,M
60079,33,scientist,M
60082,57,executive/managerial,M
27327,31,college/grad student,M
60098,28,college/grad student,M
